,Contrast,ASM,Energy,Homogeneity,correlation,outcome
0,273.367432735426,0.7883452820024328,0.8878881021854234,0.9957960287771749,0.9797364959424777,begnin
1,182.24495515695065,0.82251851912365,0.9069280672267509,0.9971973525181166,0.983955896702595,begnin
2,453.00888853299165,0.5728513915318989,0.7568694679612191,0.9930334191164613,0.983421744106203,begnin
3,929.4492713004485,0.5359472535979192,0.7320841847751659,0.9857064978423946,0.9682335851303614,begnin
4,525.906870595772,0.5079671487831393,0.7127181411912702,0.9919123601237079,0.9833016094164267,begnin
5,775.8428090967329,0.6922776743316121,0.8320322555836475,0.9880687292914107,0.9596819385480173,begnin
6,328.0409192825112,0.6560341818280078,0.8099593704797838,0.9949552345326099,0.9851161048801976,begnin
7,382.7144058295964,0.6558849947262633,0.8098672698203473,0.9941144402880449,0.9826004236482012,begnin
8,445.1983904548366,0.8257889577517799,0.9087293093940461,0.9931535325799705,0.9591335912222115,begnin
9,330.6444186418962,0.6887050662165467,0.8298825617016824,0.99491519671144,0.9833955413191978,begnin
10,330.6444186418962,0.7707225417823274,0.877908048591837,0.99491519671144,0.9773217508309421,begnin
11,268.160434016656,0.7168979938550106,0.8466982897437615,0.9958761044195146,0.985218522913501,begnin
12,497.26837764253685,0.5683418886423086,0.7538845326986809,0.9923527761565752,0.9819667627011582,begnin
13,738.0920683856502,0.7072488251437588,0.8409808708548362,0.9886492776983722,0.9596905109775319,begnin
14,257.746436579116,0.7129765226443138,0.8443793712806548,0.9960362557041934,0.9859973509562487,begnin
15,430.8791439782191,0.537328018594199,0.733026615201794,0.9933737405964043,0.9854734836122906,begnin
16,380.11090647021143,0.6681950963764419,0.8174320133053524,0.9941544781092146,0.9820683159309997,begnin
17,231.71144298526585,0.7695611449707926,0.8772463422384802,0.996436633915891,0.9842943707506693,begnin
18,364.4899103139013,0.7010586921933206,0.8372924770910823,0.9943947050362333,0.9808929615909535,begnin
19,506.38062540038436,0.5326844592397426,0.7298523544113169,0.992212643782481,0.9830558280023011,begnin
20,304.6094250480461,0.789218163530519,0.8883795154833991,0.9953155749231377,0.977273180649882,begnin
21,210.88344811018578,0.8813687044431329,0.9388123904397155,0.9967569364852492,0.9718964477919668,begnin
22,787.5585562139654,0.595937286374035,0.7719697444680297,0.9878885590961466,0.9691155143591296,begnin
23,536.320868033312,0.5970506670388198,0.7726905376920439,0.9917522088390288,0.9791069999332327,begnin
24,583.1838565022422,0.4945113460427456,0.7032150069806145,0.9910315280579731,0.981945722168975,begnin
25,325.43741992312624,0.7741422372460266,0.8798535317006044,0.9949952723537797,0.9773413175069476,begnin
26,239.52194106342088,0.829081127683986,0.9105389215645787,0.9963165204523818,0.9779764289141504,begnin
27,356.6794122357463,0.6701137528285963,0.818604759837491,0.9945148184997425,0.9830926616726625,begnin
28,463.4228859705317,0.7601496419586506,0.8718656100332497,0.9928732678317822,0.9693830396282325,begnin
29,2278.0619394618834,0.4676676051995181,0.6838622706360675,0.9649669064764574,0.9297258441981997,begnin
30,485.55263052530427,0.7656856724351597,0.8750346692761148,0.9925329463518391,0.9670910975393344,begnin
31,869.5687860345932,0.556534232023537,0.7460122197548356,0.9866273677292992,0.9689204507474849,begnin
32,195.2624519538757,0.8614759615098528,0.9281572935175658,0.9969971634122677,0.977843437366194,begnin
33,190.05545323510572,0.9243872988985506,0.961450622184286,0.9970772390546073,0.9597954787752916,begnin
34,623.5380965727098,0.49210148613264504,0.7014994555469342,0.9904109418298418,0.9807673493662721,begnin
35,981.5192584881486,0.5704508198466299,0.7552819472532294,0.9849057414189992,0.9636076745617569,begnin
36,186.1502041960282,0.8922289493044648,0.9445787152505951,0.9971372957863619,0.9727161868936142,begnin
37,354.0759128763613,0.7368399103562225,0.8583937967834009,0.9945548563209122,0.9788735466733791,begnin
38,1330.3881726457398,0.5870364177092392,0.7661830184161218,0.9795406733822511,0.9479429338662957,begnin
39,652.1765895259449,0.5710850008897715,0.7557016612988036,0.9899705257969744,0.9760636940066428,begnin
40,359.28291159513134,0.843119061980475,0.9182151501584338,0.9944747806785728,0.9635019199044953,begnin
41,619.6328475336322,0.5983050935817027,0.7735018381243206,0.9904709985615965,0.9757068488368561,begnin
42,372.3004083920564,0.6772839361725758,0.8229726217636744,0.9942745915727238,0.9819398271426842,begnin
43,213.4869474695708,0.8571069161693111,0.9258006892249061,0.9967168986640794,0.9764852091061443,begnin
44,312.4199231262012,0.717930322173989,0.8473076903781701,0.9951954614596283,0.9826728533723778,begnin
45,445.1983904548366,0.6533239807396394,0.8082845914278209,0.9931535325799705,0.9798593407099407,begnin
46,322.8339205637412,0.688400487305738,0.8296990341718725,0.9950353101749494,0.9838101612093187,begnin
47,760.2218129404229,0.5685031268711108,0.7539914633940565,0.9883089562184293,0.9721599309696849,begnin
48,436.0861426969891,0.608885260952372,0.7803110027113369,0.9932936649540647,0.982556892758049,begnin
49,309.8164237668161,0.8183791537569854,0.9046431085002447,0.9952354992807982,0.973065123392417,begnin
50,400.93890134529147,0.5769211096400142,0.7595532302873935,0.9938341755398565,0.9852118847640501,begnin
51,469.9316343689942,0.7739702014959345,0.8797557624113266,0.9927731732788578,0.966978470562999,begnin
52,926.8457719410634,0.5878820365180297,0.7667346584823395,0.9857465356635644,0.964195007343376,begnin
53,490.7596292440743,0.854404736073857,0.9243401625342572,0.9924528707094997,0.9454277703493518,begnin
54,372.3004083920564,0.8313185166087438,0.9117667007566923,0.9942745915727239,0.9648888022031673,begnin
55,205.67644939141576,0.8721989782196033,0.9339159374481214,0.9968370121275888,0.9746242477444164,begnin
56,278.57443145419603,0.7479559709479973,0.8648444778964581,0.9957159531348353,0.9827098932060462,begnin
57,283.78143017296605,0.8070397084724719,0.8983538882158143,0.9956358774924959,0.976861934648384,begnin
58,278.57443145419603,0.8268541860083181,0.9093152291743046,0.9957159531348353,0.9746322160325519,begnin
59,243.4271901024984,0.8575177149243286,0.9260225239832607,0.9962564637206272,0.9730551959266943,begnin
60,416.55989750160154,0.7348881135050442,0.8572561539616057,0.9935939486128379,0.9752416241891295,begnin
61,571.4681093850096,0.7857995445326426,0.8864533515829486,0.9912116982532371,0.9572418664068091,begnin
62,998.4420043241512,0.5833109482412532,0.7637479612026818,0.9846454955813958,0.9617713270150167,begnin
63,164.02045964125563,0.9277146467399222,0.9631794468010217,0.9974776172663049,0.9638622057997022,begnin
64,309.8164237668161,0.7635972582045195,0.8738405221804031,0.9952354992807981,0.9794329788530094,begnin
65,889.0950312299808,0.5657805364065583,0.7521838448189102,0.986327084070526,0.9675023813646171,begnin
66,775.8428090967329,0.7147065635284057,0.8454031958352214,0.9880687292914107,0.9563771439833499,begnin
67,551.941864189622,0.5392553404759921,0.7343400714083306,0.9915119819120102,0.981234550763769,begnin
68,662.590586963485,0.5497574460399344,0.7414563008296136,0.9898103745122953,0.9768597528509075,begnin
69,617.0293481742473,0.4913691607428076,0.700977289748254,0.990511036382766,0.9809925768750376,begnin
70,1297.8444306534273,0.48044441129211135,0.693140975049168,0.9800411461468732,0.9600813022142817,begnin
71,2077.592488789238,0.4708659526790819,0.6861967303034034,0.9680498187065292,0.9358760737133494,begnin
72,799.274303331198,0.5794762683899798,0.7612333862817499,0.9877083889008827,0.9699202647777023,begnin
73,786.256806534273,0.5699166876049823,0.7549282665293321,0.9879085780067316,0.9710822491503909,begnin
74,571.4681093850096,0.6280962820079216,0.7925252563848811,0.991211698253237,0.9758023372869213,begnin
75,244.7289397821909,0.7998175445737324,0.8943251894997325,0.9962364448100423,0.9808404054577231,begnin
76,275.970932094811,0.6999942077642455,0.8366565650039719,0.9957559909560051,0.9856512334025369,begnin
77,964.5965126521461,0.6223819477524816,0.7889118757836527,0.9851659872566028,0.9591355533378573,begnin
78,385.3179051889814,0.6109588491306555,0.7816385668137515,0.9940744024668751,0.9845343083571348,begnin
79,451.70713885329917,0.7535369084045218,0.8680650369670015,0.9930534380270462,0.9710133532062599,begnin
80,525.9068705957719,0.6005031133539702,0.7749213594642815,0.9919123601237079,0.9793402544876366,begnin
81,1181.9887091607943,0.483063468668551,0.6950276747501145,0.9818228291889277,0.9635911448630853,begnin
82,861.7582879564382,0.7148239071199575,0.8454725939496546,0.9867474811928084,0.9513209479448189,begnin
83,378.8091567905189,0.6656381662270218,0.8158665125049697,0.9941744970197994,0.982270179995892,begnin
84,434.78439301729657,0.6748607699265734,0.82149909916358,0.9933136838646496,0.9790095068928744,begnin
85,164.0204596412556,0.9017851716443428,0.9496237000224578,0.9974776172663049,0.9736420693872161,begnin
86,633.9520940102498,0.7858759744075644,0.8864964604596932,0.9902507905451627,0.9524365763156356,begnin
87,590.9943545803972,0.4914233631614986,0.7010159507183118,0.9909114145944637,0.9818069223975625,begnin
88,295.49717729019864,0.7746433749686052,0.8801382703692672,0.9954557072972318,0.9794261385182388,begnin
89,434.7843930172966,0.6217644298872849,0.7885204054983517,0.9933136838646495,0.9820061101819153,begnin
90,307.21292440743116,0.6242930432946571,0.7901221698539138,0.9952755371019679,0.9872657745479092,begnin
91,790.1620555733505,0.6182861083154884,0.7863117119282202,0.9878485212749769,0.9671338789984347,begnin
92,294.1954276105061,0.7702676143409013,0.8776489129150115,0.9954757262078168,0.9799122085831234,begnin
93,313.72167280589366,0.7109249855838543,0.8431636766274115,0.9951754425490436,0.9830282167213361,begnin
94,575.3733584240872,0.4963198895795826,0.7044997442012187,0.9911516415214824,0.9821209995087927,begnin
95,182.24495515695065,0.8932679929106061,0.9451285589329137,0.9971973525181166,0.9730347618630634,begnin
96,484.2508808456118,0.6772600190737881,0.8229580907153098,0.9925529652624241,0.9763843678262449,begnin
97,456.9141375720692,0.6868029446962227,0.8287357508254503,0.9929733623847066,0.9770930053578276,begnin
98,840.9302930813581,0.5964146103962559,0.7722788423854793,0.9870677837621666,0.966912555681904,begnin
99,713.3588244714927,0.5835785409726841,0.7639231250411812,0.9890296369994849,0.9729507329134658,begnin
100,252.53943786034594,0.8763557562024437,0.9361387483714386,0.9961163313465329,0.9675750161776178,begnin
101,426.9738949391416,0.6484088666503571,0.8052383911925444,0.9934337973281588,0.9809709834633252,begnin
102,1187.1957078795642,0.5537157856038913,0.7441208138493987,0.9817427535465879,0.9573780787581421,begnin
103,177.03795643818066,0.9132987815644468,0.9556666686478329,0.9972774281604562,0.9675825358195487,begnin
104,617.0293481742473,0.6489618005739066,0.8055816535733089,0.9905110363827662,0.9722251937985039,begnin
105,1464.4683896540678,0.6317964725636933,0.7948562590580094,0.9774787255920083,0.9349629309918761,begnin
106,523.303371236387,0.6954959232035077,0.8339639819581585,0.9919523979448777,0.9728595187360702,begnin
107,1572.5136130685457,0.4802426488942517,0.6929954176574703,0.9758171560134632,0.9512603122964086,begnin
108,458.21588725176167,0.5434456868792631,0.7371876876883275,0.9929533434741217,0.9843250985324824,begnin
109,439.9913917360666,0.620592100094502,0.7877766816138327,0.9932336082223101,0.9818440342839851,begnin
110,898.2072789878283,0.6619948031275944,0.8136306306473438,0.9861869516964318,0.9574249542572522,begnin
111,525.9068705957719,0.5430583066662638,0.7369248989322208,0.9919123601237079,0.981983925585663,begnin
112,312.4199231262012,0.7382270195274717,0.8592013847332136,0.9951954614596284,0.9813043882040192,begnin
113,564.9593609865472,0.5116103868426052,0.7152694505168001,0.9913117928061614,0.9818908990312414,begnin
114,730.2815703074951,0.49574136414391523,0.7040890314043496,0.9887693911618816,0.9772269204811675,begnin
115,481.6473814862268,0.7877268095052224,0.8875397509437098,0.9925930030835939,0.9638538128551533,begnin
116,814.895299487508,0.6518986109432512,0.8074023847767922,0.9874681619738641,0.9626723443613904,begnin
117,562.3558616271621,0.750347035588502,0.8662257417027631,0.9913518306273312,0.964138138014304,begnin
118,429.5773942985266,0.6958957945880446,0.8342036889081974,0.993393759506989,0.9777969058728896,begnin
119,645.6678411274825,0.6729763046900424,0.8203513300349079,0.9900706203498988,0.9686965423445184,begnin
120,262.95343529788596,0.7257404223685743,0.8519039983287872,0.9959561800618539,0.9850355198449648,begnin
121,460.8193866111467,0.5020178524169878,0.7085321816382004,0.992913305652952,0.9855649917076903,begnin
122,1202.8167040358744,0.5441561222604577,0.7376693854705221,0.9815025266195694,0.9577404126125925,begnin
123,520.6998718770019,0.7927615203099782,0.8903715630622859,0.9919924357660475,0.9598563242956988,begnin
124,536.3208680333121,0.6278015892694527,0.7923393144792531,0.9917522088390287,0.9773421877748436,begnin
125,466.0263853299167,0.6219005511145921,0.7886067151087366,0.9928332300106124,0.9806850487502605,begnin
126,361.88641095451635,0.5756325712337912,0.7587045348709807,0.994434742857403,0.9867122649265413,begnin
127,174.43445707879565,0.8530283290408505,0.923595327533033,0.9973174659816259,0.9814092570433022,begnin
128,416.55989750160154,0.6809727601149249,0.8252107367908667,0.9935939486128379,0.9795109502715603,begnin
129,184.8484545163357,0.8408155926422228,0.9169599733043001,0.9971573146969468,0.9818181426698182,begnin
130,341.05841607943626,0.6410359983380329,0.8006472371388245,0.9947550454267611,0.9851728976047086,begnin
131,916.4317745035235,0.6262952168226276,0.7913881581263569,0.9859066869482433,0.9608350843157439,begnin
132,193.9607022741832,0.9016693702123161,0.9495627257913593,0.9970171823228526,0.9687188982435276,begnin
133,486.8543802049968,0.6346516150058827,0.7966502463477199,0.9925129274412543,0.9790812329110281,begnin
134,654.7800888853299,0.7147696213412922,0.8454404895327005,0.9899304879758046,0.9634696121414592,begnin
135,342.36016575912873,0.782674244436735,0.8846887839442382,0.9947350265161762,0.9752025971403105,begnin
136,421.76689622037156,0.7179275328210021,0.8473060443670882,0.9935138729704983,0.976467654196383,begnin
137,713.3588244714927,0.48971673360558104,0.6997976376107461,0.9890296369994849,0.9780340310033347,begnin
138,525.9068705957719,0.5306939472912573,0.7284874379776616,0.9919123601237079,0.9824668327822524,begnin
139,1683.1623358424085,0.5869501096773595,0.7661266929675271,0.9741155486137483,0.9332582581536156,begnin
140,684.7203315182576,0.49137223223724624,0.7009794806106997,0.9894700530323524,0.9788640538735391,begnin
141,430.8791439782191,0.8089714917159678,0.8994284250099992,0.9933737405964043,0.9640821393693749,begnin
142,393.1284032671365,0.5866357415803348,0.7659214983145041,0.9939542890033658,0.98515839039685,begnin
143,643.0643417680974,0.5854760175790541,0.7651640461881714,0.9901106581710686,0.975577520841422,begnin
144,346.2654147982063,0.787081782848498,0.8871762975015157,0.9946749697844215,0.9743518224953963,begnin
145,127.57146860986548,0.8964959227610588,0.9468346860783348,0.9980381467626817,0.9806798635019185,begnin
146,377.50740711082636,0.6386037923440456,0.7991268937684713,0.9941945159303844,0.9836749830820186,begnin
147,1879.7265374759768,0.49442614573667854,0.7031544252414818,0.9710926931154311,0.9394605173076419,begnin
148,262.95343529788596,0.8479711326845585,0.9208534805736244,0.9959561800618539,0.9726767191647787,begnin
149,437.38789237668163,0.7711569570593021,0.8781554287592271,0.9932736460434798,0.9697434066724308,begnin
150,348.86891415759123,0.7288497101355674,0.8537269529161929,0.9946349319632517,0.9798180408563132,begnin
151,581.8821068225498,0.6504740314635427,0.8065197030845203,0.991051546968558,0.9737317004724425,begnin
152,273.367432735426,0.8083686628400932,0.8990932447972753,0.9957960287771749,0.9775718934589509,begnin
153,315.02342248558614,0.7070695194420595,0.8408742589959926,0.9951554236384587,0.9831846772763142,begnin
154,317.6269218449712,0.6456677398130519,0.8035345293222015,0.9951153858172889,0.9860226362804339,begnin
155,676.9098334401026,0.4899907883380986,0.699993420210575,0.9895901664958616,0.9791678295771805,begnin
156,385.3179051889814,0.5870649027743122,0.766201607133731,0.9940744024668751,0.9854421609044293,begnin
